"","RESPONDENT_YRSED","PARTNER_YRSED","PPINCIMP","PPWORK","QFLAG","PAPGLB_STATUS","PPMARIT","PPGENDER","Q4","Q5","Q23","PPETHM","Q6B","RESPONDENT_RACE","PARTNER_RACE","RELATIONSHIP_QUALITY","diff_in_education","diff_in_race","diff_in_income"
"1090",14,16,"(02) $5,000 to $7,499","(6) not working - disabled","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(4) good",-2,1,1
"1092",12,16,"(08) $25,000 to $29,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(1) i earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",-4,0,1
"1093",13,13,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",0,0,1
"1094",12,12,"(08) $25,000 to $29,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1095",16,16,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(3) other, non-hispanic","(4) asian or pacific islander","(4) NH Asian Pac Islander","(4) NH Asian Pac Islander","(5) excellent",0,0,1
"1096",17,13,"(13) $60,000 to $74,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",4,0,1
"1097",12,13,"(09) $30,000 to $34,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(4) asian or pacific islander","(6) Hispanic","(6) Hispanic","(5) excellent",-1,0,1
"1099",16,16,"(16) $100,000 to $124,999","(2) working - self-employed","(1) partnered","(1) yes","(5) never married","(1) male","(1) male","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,0
"1100",17,17,"(17) $125,000 to $149,999","(5) not working - retired","(1) partnered","(1) yes","(1) married","(2) female","(1) male","(2) no, we are an opposite-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"1101",17,17,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(1) yes","(5) never married","(1) male","(1) male","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1102",12,12,"(14) $75,000 to $84,999","(6) not working - disabled","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"1103",12,12,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1104",12,12,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,0
"1105",9,12,"(06) $15,000 to $19,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-3,0,1
"1109",13,12,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(6) Hispanic","(4) good",1,1,1
"1110",16,20,"(14) $75,000 to $84,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(3) other, non-hispanic","(1) white","(4) NH Asian Pac Islander","(1) NH white","(5) excellent",-4,1,1
"1111",12,14,"(11) $40,000 to $49,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-2,0,0
"1115",11,12,"(11) $40,000 to $49,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"1116",20,14,"(16) $100,000 to $124,999","(6) not working - disabled","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",6,0,1
"1118",17,17,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",0,1,0
"1119",12,14,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(2) black, non-hispanic","(5) other (please specify)","(2) NH black","(6) Hispanic","(5) excellent",-2,1,1
"1120",7.5,12,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-4.5,0,1
"1121",7.5,14,"(07) $20,000 to $24,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(6) Hispanic","(5) excellent",-6.5,1,1
"1122",16,16,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(1) yes","(5) never married","(1) male","(1) male","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"1123",17,14,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",3,0,1
"1124",12,16,"(08) $25,000 to $29,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-4,0,1
"1126",16,16,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1127",12,12,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1128",12,14,"(13) $60,000 to $74,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(5) 2+ races, non-hispanic","(1) white","(1) NH white","(6) Hispanic","(4) good",-2,1,1
"1129",16,13,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(5) other (please specify)","(1) NH white","(6) Hispanic","(5) excellent",3,1,0
"1130",12,12,"(03) $7,500 to $9,999","(5) not working - retired","(1) partnered","(2) no","(2) widowed","(2) female","(2) female","(2) no, we are an opposite-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1131",16,13,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",3,0,1
"1132",13,12,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"1133",17,12,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(1) yes","(1) married","(2) female","(1) male","(2) no, we are an opposite-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",5,0,1
"1134",20,20,"(19) $175,000 or more","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1135",16,17,"(16) $100,000 to $124,999","(2) working - self-employed","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-1,0,0
"1137",14,16,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(1) male","(2) no, we are an opposite-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-2,0,1
"1138",17,16,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"1139",12,13,"(07) $20,000 to $24,999","(7) not working - other","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",-1,0,1
"1140",12,12,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1141",17,17,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1142",16,16,"(09) $30,000 to $34,999","(4) not working - looking for work","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",0,0,1
"1143",17,17,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1144",17,20,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(1) yes","(5) never married","(2) female","(2) female","(1) yes, we are a same-sex couple","(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(3) fair",-3,0,1
"1146",12,12,"(06) $15,000 to $19,999","(1) working - as a paid employee","(1) partnered","(1) yes","(1) married","(1) male","(2) female","(2) no, we are an opposite-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1147",12,12,"(08) $25,000 to $29,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1148",17,20,"(13) $60,000 to $74,999","(5) not working - retired","(1) partnered","(1) yes","(3) divorced","(1) male","(1) male","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-3,0,1
"1149",16,16,"(19) $175,000 or more","(2) working - self-employed","(1) partnered","(1) yes","(5) never married","(2) female","(2) female","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1150",13,13,"(06) $15,000 to $19,999","(1) working - as a paid employee","(1) partnered","(1) yes","(3) divorced","(1) male","(2) female","(2) no, we are an opposite-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,0
"1151",13,12,"(09) $30,000 to $34,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"1152",16,17,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"1153",12,12,"(12) $50,000 to $59,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"1155",12,14,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-2,0,1
"1157",11,12,"(10) $35,000 to $39,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"1158",9,12,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(2) we earned about the same amount","(5) 2+ races, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-3,0,0
"1159",12,12,"(09) $30,000 to $34,999","(7) not working - other","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(6) Hispanic","(5) excellent",0,0,1
"1161",20,17,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",3,0,0
